raison_sociale;telephone;adresse;code_postal;ville;siret;siren;type_etablissement;code_naf;site_web;email;source
DELKO Beauzelle;05 61 59 93 74;56 route Grenade 31700 Beauzelle;31700;BEAUZELLE;;;garage_auto;;;;PagesJaunes
GARAGE ALEX AUTO;05 61 78 12 16;28 route Grenade 31700 Beauzelle;31700;BEAUZELLE;;;garage_auto;;;;PagesJaunes
GH AUTO;05 64 72 40 18;87 rue Fornier 31700 Beauzelle;31700;BEAUZELLE;;;garage_auto;;;;PagesJaunes
J . L . B . Automobile SARL;05 61 59 93 74;56 route Grenade 31700 Beauzelle;31700;BEAUZELLE;;;garage_auto;;;;PagesJaunes
RBG CORP;;461 AVENUE DE GAROSSOS 31700 BEAUZELLE;31700;BEAUZELLE;89282076200011;892820762;concession_auto;45.11Z;;;API_dept31
GILLES VITADELLO (AUTOMOTIV);;98 CHEMIN DE BAQUE 31370 BERAT;31370;BERAT;88748714800017;887487148;garage_auto;45.20A;;;API_dept31
PRESTO PAINT (PRESTO PAINT);;69 CHEMIN DU STADE 31370 BERAT;31370;BERAT;79130351400024;791303514;garage_auto;45.20A;;;API_dept31
Cordiermotors;05 54 93 02 38;11 chemin Palanques 82170 Bessens;82170;BESSENS;;;garage_moto;;https://cordiermotors.fr;;PagesJaunes
M.S AUTOMOBILE;;1131 ROUTE DE MONTAUBAN 31660 BESSIERES;31660;BESSIERES;82258618600014;822586186;garage_auto;45.20A;;;API_dept31
MATHIEU MONNAC (GARAGE MONNAC);;PARC ECONOMIQUE DU TRIANGLE 6 RUE DE L’AVENIR 31660 BESSIERES;31660;BESSIERES;79518495100023;795184951;garage_auto;45.20A;;;API_dept31
GARAGE DU BAK;;55 RUE DE PARIS 91570 BIEVRES;91570;BIEVRES;89280344600012;892803446;garage_auto;45.20A;;;API_dept91
STRATEAM LA CARROSSERIE;;55 RUE DE PARIS 91570 BIEVRES;91570;BIEVRES;95112075700020;951120757;carrossier_auto;45.20A;;;API_dept91
ABDELKARIM BERRAHMAN (KARIM MAN AUTO 31);;APT 38 38 RUE CARRIERE 31700 BLAGNAC;31700;BLAGNAC;94919179500010;949191795;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AD Expert Toulouse Blagnac Motors;05 82 08 52 67;231 route Grenade 31700 Blagnac;31700;BLAGNAC;;;garage_moto;;;;PagesJaunes
AHMADOU AMAR (LIMZ AUTO);02 36 27 03 61;35 BOULEVARD DE L'EUROPE 31700 BLAGNAC;31700;BLAGNAC;84538629100049;845386291;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ALLIANCE AUTO CONFIANCE;06 80 45 72 00;71 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;99963277100013;999632771;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AMRK;;BAT A 10 RUE DES AMANDIERS 31700 BLAGNAC;31700;BLAGNAC;97992912200013;979929122;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ASSURED FRANCE;05 61 30 01 30;EUROPCAR FRANCE 15 RUE GANELOUS 31700 BLAGNAC;31700;BLAGNAC;51114616900053;511146169;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
AUTO OCC;06 80 45 72 00;12 B ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;94302059400017;943020594;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
AUTO OCC;06 80 45 72 00;12 route Grenade 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
AUTO VITRAGE SERVICES (AVS);06 03 26 86 97;231 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;41074601000025;410746010;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
Auto Kivig et Fils;06 03 26 86 97;124 route Grenade 31700 Blagnac;31700;BLAGNAC;;;carrossier_auto;;;;PagesJaunes
BESSAGNET;02 51 35 00 01;34 RUE RAYMOND GRIMAUD 31700 BLAGNAC;31700;BLAGNAC;43501690200023;435016902;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
BIG-AUTO 31 (BIG-AUTO 31);06 80 45 72 00;28 RUE GALILEE 31700 BLAGNAC;31700;BLAGNAC;90210801800018;902108018;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
BLAGNAC GARAGE (B. G.);05 61 58 80 12;95 VIEUX CHEMIN DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;84051407900010;840514079;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
BRUNO PEYRUSSE;;25 RUE FRANCOIS CANTAYRE 31700 BLAGNAC;31700;BLAGNAC;49533232200033;495332322;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
Bella Babayan;09 52 16 53 46;8 rue Myosotis 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
Blagnac Garage;05 61 58 80 12;95 vieux chemin Grenade 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
CARNEL OCCASION;;7 AVENUE DIDIER DAURAT 31700 BLAGNAC;31700;BLAGNAC;88168693500019;881686935;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
CARROSSERIE COSTES;05 61 15 76 54;ZAC DU GRAND NOBLE 231 B ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;44336285000010;443362850;carrossier_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
CARROSSERIE COSTES;05 61 15 76 54;231 Bis route Grenade 31700 Blagnac;31700;BLAGNAC;;;carrossier_auto;;;;PagesJaunes
CHRISTOPHE CINTAS;;29 RUE PIERRE DE RONSARD 31700 BLAGNAC;31700;BLAGNAC;78930921800012;789309218;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
CORINNE COCHETEUX (DREAM CARS);05 61 15 76 54;BAT B - APT 39 32 RUE GALILEE 31700 BLAGNAC;31700;BLAGNAC;84764079400016;847640794;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
CRISTINA TOADER (C.D AUTO.31);03 54 42 93 69;APPT 1963 3 RUE DES CYCLAMENS 31700 BLAGNAC;31700;BLAGNAC;10172653700018;101726537;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
CarGo;05 81 97 80 54;Aéroport Toulouse Blagnac 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
DANIEL CHERY AUTO;05 61 71 46 56;22 AVENUE DU ONZE NOVEMBRE 1918 31700 BLAGNAC;31700;BLAGNAC;40801819000012;408018190;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
DANIEL CHERY AUTO;05 61 71 46 56;22 avenue 11 Novembre 1918 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
DARIU-MADALIN NOVACOVICI (LORENZO AUTOMOBILE);;APPT  2469 6 RUE DES MIMOSAS 31700 BLAGNAC;31700;BLAGNAC;95221216500015;952212165;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
DAVID BABAYAN (ALEX-2010);09 52 16 53 46;LOGEMENT N  1841 8 RUE DES MYOSOTIS 31700 BLAGNAC;31700;BLAGNAC;82099299800014;820992998;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
DFM AUTOMOBILES (DFM);;115 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;78856264300023;788562643;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
DRIVE CONSULTING;;18 B RUE RAYMOND GRIMAUD 31700 BLAGNAC;31700;BLAGNAC;49384160500014;493841605;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
ELIE GATINEAU (SNGEA);;APPARTEMENT 2 6 ALLEE DES BARTAVELLES 31700 BLAGNAC;31700;BLAGNAC;92387059600023;923870596;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FETHI MEHTOUGUI;;APT 17 3 ALLEE DES BOUTONS D'OR 31700 BLAGNAC;31700;BLAGNAC;80328935400018;803289354;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
FRONZE (COSMETICAR);04 67 57 54 03;RESIDENCE LE CLOS ELISA APT C2 6 RUE SERGE GAINSBOURG 31700 BLAGNAC;31700;BLAGNAC;79370340600025;793703406;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
G-GLASS CARS (G-GLASS CARS);;IMMEUBLE SOCRATE - CS 10051 17 AVENUE DIDIER DAURAT 31700 BLAGNAC;31700;BLAGNAC;95073234700014;950732347;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
GEORGES KIVIG;06 03 26 86 97;124 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;30375635700024;303756357;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
GO4ELITE;;118 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;82940857400012;829408574;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
Garage Du Centre;05 61 71 10 85;34 rue Raymond Grimaud 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
Garage Peugeot - Lafforgue Frères;05 34 60 61 30;Za Fontgrasse 24 rue Briquetiers 31700 Blagnac;31700;BLAGNAC;;;concession_auto;;;;PagesJaunes
HMR AUTO;06 38 95 03 05;APPT 38 3 CHEMINEMENT DES SOPHORAS 31700 BLAGNAC;31700;BLAGNAC;10009902700011;100099027;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
Hertz France;05 61 30 01 30;Nouvel Aéroport 2 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
ILYES MAGHRAOUI (LBK MOTORS);;1 RUE DES CYCLAMENS 31700 BLAGNAC;31700;BLAGNAC;95140323700021;951403237;concession_moto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
IMENE KHALIFA (LAHOUEL) (CARTE GRISE);;VILLA K02 3 RUE MAX FISCHL 31700 BLAGNAC;31700;BLAGNAC;87826485200012;878264852;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
JOSUE RICONO (RJ-ENTREPRISE);;36 RUE PASTEUR 31700 BLAGNAC;31700;BLAGNAC;98983668900012;989836689;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
KARIM OUBOUZAR (AUTO DZ 31);09 61 02 43 06;C 402 45 RUE MAX FISCHL 31700 BLAGNAC;31700;BLAGNAC;41184798100080;411847981;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
L'Auto E.Leclerc;05 61 15 62 36;2 allée Emile Zola 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
LAFFORGUE FRERES;05 34 60 61 30;ZA FONTGRASSE 24 RUE DES BRIQUETIERS 31700 BLAGNAC;31700;BLAGNAC;32637989800025;326379898;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
LDI AUTOMOBILES (TREFLE AUTO);;1 B AVENUE LEONARD DE VINCI 31700 BLAGNAC;31700;BLAGNAC;90189983100019;901899831;garage_auto;45.32Z;;;API_dept31
MARIE PINAUT (LUCENZO AUTO K);;126 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;50364636600024;503646366;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MECANIQUE, SYSTEMES, ELECTRONIQUE ET ELECTRICITE (MSEE);;5 PLACE FRANCOIS VILLON 31700 BLAGNAC;31700;BLAGNAC;50024860400018;500248604;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
MICHEL-PIERRE SEGUT;06 34 53 84 54;APT J15 1 RUE MAX FISCHL 31700 BLAGNAC;31700;BLAGNAC;52426344900018;524263449;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
MOHAMED ABDELHAK (DMK AUTO);09 80 61 78 10;3 PLACE CHARLES PEGUY 31700 BLAGNAC;31700;BLAGNAC;89890760500015;898907605;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MOHAMED HAMZAOUI (AVANGER AUTO 31);09 80 61 78 10;APT 44 10 RUE D'ANJOU 31700 BLAGNAC;31700;BLAGNAC;91291622800022;912916228;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MOHAMED M'HAMDI (AUTO BUSINESS 31);09 80 61 78 10;APT 936 32 RUE LEOPOLD GALY 31700 BLAGNAC;31700;BLAGNAC;84822910000013;848229100;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MOHAMMED BENSLIMANE;03 54 62 78 13;51 AVENUE DE CORNEBARRIEU 31700 BLAGNAC;31700;BLAGNAC;98791592300013;987915923;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
MOTO AND SCOOT;05 61 78 79 18;265 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;50483475500036;504834755;garage_moto;45.40Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
MOURAD MILOUD (M.MOTOR);06 12 87 88 07;APPT A123 8 AVENUE D'ANDROMEDE 31700 BLAGNAC;31700;BLAGNAC;98102317900014;981023179;concession_moto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
MPA FORD BLAGNAC;05 61 58 80 12;61 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;48532543500017;485325435;concession_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
MULTITRUCK SERVICES;09 51 51 37 13;7 AVENUE DIDIER DAURAT 31700 BLAGNAC;31700;BLAGNAC;90064474100010;900644741;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ|PJ_aggressive
Mohamed Chaib;09 80 61 78 10;8 rue Myosotis 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
Moto And Scoot;05 61 78 79 18;265 route Grenade 31700 Blagnac;31700;BLAGNAC;;;concession_moto;;;;PagesJaunes
NAZIH BIDRANE (NB AUTOS);;ENSEMBLE H ENTREE 08 LOGEMENT 58 10 IMPASSE GEORGES BRASSENS 31700 BLAGNAC;31700;BLAGNAC;90077224500016;900772245;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
Profil Plus;05 61 30 44 88;6 rue Orfèvres 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;https://www.profilplus.fr/prendre-un-rdv?garage=64-blagnac#clic4;;PagesJaunes
QARSON;05 56 17 96 48;LECLERC BLAGNAC, ZAC DU GRAND NOBLE ALLEE EMILE ZOLA 31700 BLAGNAC;31700;BLAGNAC;51461048400040;514610484;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
Regus;05 34 50 91 91;7 avenue Didier Daurat 31700 Blagnac;31700;BLAGNAC;;;carrossier_auto;;;;PagesJaunes
S&A AUTOMOBILE;07 56 84 30 11;BATIMENT SOCRATE CS 10051 CEDEX 17 AVENUE DIDIER DAURAT 31700 BLAGNAC;31700;BLAGNAC;99027790700020;990277907;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
SARL SELLANI;03 88 51 14 76;125 CHEMIN DES RAMIERS 31700 BLAGNAC;31700;BLAGNAC;79193341900024;791933419;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
SAS TURBO LAVAGE BLAGNAC;09 81 91 74 89;75 RUE ROLAND GARROS 31700 BLAGNAC;31700;BLAGNAC;84101714800013;841017148;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
SMF CARS (SMF CARS);;1 RUE ARISTIDE MAILLOL 31700 BLAGNAC;31700;BLAGNAC;95107390700010;951073907;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
SOPHIAN EL BOUZAKRI EL IDRISSI (SR AUTO OCCITANE);;CITE JARDIN APPARTEMENT 46 8 IMPASSE GEORGES BRASSENS 31700 BLAGNAC;31700;BLAGNAC;90303068200012;903030682;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
Sava Muguel;;5 Bis avenue Lucien Servanty 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
Segut Michel-pierre;06 34 53 84 54;1 rue Max Fischl 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
Sp Auto;06 38 95 03 05;place Marronniers 31700 Blagnac;31700;BLAGNAC;;;garage_moto;;;;PagesJaunes
Speedy;05 61 71 42 95;77 rue Roland Garros 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;https://centres-auto.speedy.fr/garage/blagnac-31700/336;;OpenStreetMap|PagesJaunes
THIBAUD DASTE (DASTE) (TDM);;4 4 IMPASSE RIQUET 31700 BLAGNAC;31700;BLAGNAC;98744783600014;987447836;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
TOULOUSE BLAGNAC MOTORS (TOULOUSE BLAGNAC MOTORS);05 82 08 52 67;231 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;90314250300023;903142503;garage_moto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ|API_dept31
Tdm;05 36 89 48 50;4 impasse Riquet 31700 Blagnac;31700;BLAGNAC;;;garage_auto;;;;PagesJaunes
Trèfle Auto;05 61 71 44 00;1 Bis avenue Léonard de Vinci 31700 Blagnac;31700;BLAGNAC;;;carrossier_auto;;;;PagesJaunes
VCMS PONS;05 34 52 43 03;CENTRE COMMERCIAL LECLERC - ZONE D'ACT 2 ALLEE EMILE ZOLA 31700 BLAGNAC;31700;BLAGNAC;41395505500079;413955055;garage_auto;45.20A;;;API Recherche Entreprises (gouv.fr)|API+PJ
VICTORIA AUTOMOBILES;05 61 92 33 33;115 ROUTE DE GRENADE 31700 BLAGNAC;31700;BLAGNAC;40959847100038;409598471;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
VIKTORIA YANKOVA (VY AUTOS 31);;7 IMPASSE JOACHIM DU BELLAY 31700 BLAGNAC;31700;BLAGNAC;93478447100013;934784471;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
Victoria Automobiles - Agent Renault et Dacia;05 61 92 33 33;115 route Grenade 31700 Blagnac;31700;BLAGNAC;;;concession_auto;;;;PagesJaunes
YOUCEF GUEBABI;;28 B RUE DE FONSORBES 31700 BLAGNAC;31700;BLAGNAC;84848413500019;848484135;concession_auto;45.11Z;;;API Recherche Entreprises (gouv.fr)|API+PJ
SARL GUY JULIEN;;BATIMENT DE L'ANCIEN ATELIER DE CARROS 31 CHEMIN DU CARREFOUR 31350 BLAJAN;31350;BLAJAN;79201945700011;792019457;garage_auto;45.20A;;;API_dept31
Ligier Microcar Urban's Cars Concessionnaire;01 45 98 90 64;7 rue Brévannes 94470 Boissy Saint Léger;94470;BOISSY SAINT LÉGER;;;concession_auto;;;;PagesJaunes
AURELIEN FOUGERAY (JL PARTS 91);;1 B CHEMIN DES CLERCS 91690 BOISSY-LA-RIVIERE;91690;BOISSY-LA-RIVIERE;85005232500014;850052325;garage_auto;45.32Z;;;API_dept91
SNBCB;;23 GRANDE RUE 91870 BOISSY-LE-SEC;91870;BOISSY-LE-SEC;80933602700010;809336027;garage_moto;45.40Z;;;API_dept91
BERNARD POPELIER (LE DOCTEUR DES PNEUS 91);;19 AVENUE DE PARIS 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;48341911500066;483419115;concession_auto;45.32Z;;;API_dept91
CARROSSERIE DLS;;64 AVENUE DE PARIS 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;92518782500011;925187825;carrossier_auto;45.20A;;;API_dept91
CHRISTOPHE BAUER;;21 AVENUE DE PARIS 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;51470634000031;514706340;garage_moto;45.40Z;;;API_dept91
DIMITRI DALLOT;;7 RUE GEORGE SAND 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;97850430600017;978504306;garage_auto;45.32Z;;;API_dept91
GARAGE B2R;;66-68 66 AVENUE DE PARIS 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;91766205800010;917662058;garage_auto;45.20A;;;API_dept91
GARAGE CHATELAIN;;36 RUE DU PONT CAGE 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;39353802000024;393538020;concession_auto;45.11Z;;;API_dept91
PIERRE RODRIGUEZ;;15 CHEMIN DE LA SABLIERE JAUNE 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;38173625500013;381736255;garage_moto;45.40Z;;;API_dept91
RABOUIN PROCESS AUTOMOBILE (PROCESS AUTOMOBILE);;ZA LES MARSANDES 91790 BOISSY-SOUS-SAINT-YON;91790;BOISSY-SOUS-SAINT-YON;34048919400050;340489194;garage_auto;49.41A;;;API_dept91
URI BARES (AA31);;233 RUE MARIUS CAZENEUVE 31340 BONDIGOUX;31340;BONDIGOUX;83774402800015;837744028;garage_auto;45.32Z;;;API_dept31
AUTO SUD 91;07 68 34 60 88;5 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Activ'Auto;06 71 63 39 46;Automobile A Bondoufle 15 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Assainicap;;Zac De La Mariniere 13 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Avel Auto;01 59 13 34 44;9 rue Canal 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
CARROSSERIE GILLES;;ZI LA MARINIERE 16 RUE GUSTAVE EIFFEL 91070 BONDOUFLE;91070;BONDOUFLE;40860430400043;408604304;carrossier_auto;52.21Z;;;API_dept91
CEDRIC QUESNEL (CQD CARROSSERIE MECANIQUE);;37 SQ GUYNEMER 91070 BONDOUFLE;91070;BONDOUFLE;52916700900024;529167009;carrossier_auto;45.20A;;;API_dept91
COIGNIERES CONTROLE ACCESSOIRES SA (CCA);;17 RUE HENRI DUNANT 91070 BONDOUFLE;91070;BONDOUFLE;38847147600035;388471476;garage_auto;45.20A;;;API_dept91
CRICAUTO;;11 RUE GUTENBERG 91070 BONDOUFLE;91070;BONDOUFLE;83313098200014;833130982;garage_auto;45.32Z;;;API_dept91
Carrosserie Auto Multiservices CAMS;06 37 77 03 73;Entree C 2 rue Charles de Gaulle 91070 Bondoufle;91070;BONDOUFLE;;;carrossier_auto;;;;PagesJaunes
Coignieres Controles Accessoires SA CCA;01 69 91 33 08;17 rue Henri Dunant 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;https://www.chronotachygraphe-controles-accessoires.fr/contact/;;PagesJaunes
Cricauto;06 63 20 75 51;Za De La Marinière 11 rue Gutenberg;91070;BONDOUFLE;;;carrossier_auto;;;;PagesJaunes
Dekra Contrôle Plus Indépendant;01 60 86 10 87;Zone Industrielle La Mariniere 5 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
FINANCIERE DE SERVICES ET PARTICIPATIONS (FISPAR);;15 RUE GUSTAVE EIFFEL 91070 BONDOUFLE;91070;BONDOUFLE;39334147400053;393341474;garage_auto;45.20B;;;API_dept91
GARAGE CITE LECOURBE;;12 RUE GUTENBERG 91070 BONDOUFLE;91070;BONDOUFLE;30940830000023;309408300;garage_auto;45.20A;;;API_dept91
GARAGE TSA;;1 B RUE GUSTAVE EIFFEL 91070 BONDOUFLE;91070;BONDOUFLE;90039408100013;900394081;concession_auto;45.11Z;;;API_dept91
GLOBAL BUS (GLOBAL TRUCKS);;17 RUE HENRI DUNANT 91070 BONDOUFLE;91070;BONDOUFLE;43814157400048;438141574;concession_auto;45.19Z;;;API_dept91
GRAND GARAGE BONDOUFLOIS;;23 RUE DE VILLEROY 91070 BONDOUFLE;91070;BONDOUFLE;30343516800032;303435168;concession_auto;45.11Z;;;API_dept91
Garage Danesh;01 47 83 22 18;12 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Global Bus;01 60 76 12 20;17 rue Henri Dunant 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Grand Garage Bondouflois;01 60 86 46 95;Centre Commercial de Villeroy 23 rue Villeroy 91070 Bondoufle;91070;BONDOUFLE;;;carrossier_auto;;;;PagesJaunes
JMS SERVICES (JMS SERVICES);;5 RUE GUTENBERG 91070 BONDOUFLE;91070;BONDOUFLE;79197966900011;791979669;garage_auto;45.32Z;;;API_dept91
LIVING CARS;07 83 33 15 34;5 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Mafix;;Zone Industrielle Les Bordes 16 rue Pierre Josse 91070 Bondoufle;91070;BONDOUFLE;;;carrossier_auto;;;;PagesJaunes
OCCAZMOTEUR;;1 B RUE GUSTAVE EIFFEL 91070 BONDOUFLE;91070;BONDOUFLE;92072131300012;920721313;garage_auto;45.32Z;;;API_dept91
Paris Sud Prestige Automobile;06 67 39 32 38;11 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
Peugeot - C.D.J Auto;01 60 86 43 00;ZI La Marinière 2 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;concession_auto;;;;PagesJaunes
Renault Agence GGB;01 60 86 46 95;23 Rue de Villeroy;91070;BONDOUFLE;;;concession_auto;;;;OpenStreetMap
Service Auto Concept;06 60 60 42 36;12 rue Gutenberg 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;https://www.service-auto-concept.fr/;;PagesJaunes
Station-Services Total;01 60 86 46 95;23 rue Villeroy 91070 Bondoufle;91070;BONDOUFLE;;;garage_auto;;;;PagesJaunes
GEMP;03 29 82 61 10;Za 8 Tourneris 31470 Bonrepos sur Aussonnelle;31470;BONREPOS SUR AUSSONNELLE;;;carrossier_auto;;;;PagesJaunes
SG CARROSSERIE;;10 ZAC DE TOURNERIS 31470 BONREPOS-SUR-AUSSONNELLE;31470;BONREPOS-SUR-AUSSONNELLE;92254567800018;922545678;carrossier_auto;45.20A;;;API_dept31
DREAMOTORS TOULOUSE;;LOTISSEMENT DU CAP DE LA SOUQUO 31210 BORDES-DE-RIVIERE;31210;BORDES-DE-RIVIERE;81765878400019;817658784;concession_moto;45.11Z;;;API_dept31
MARIE PIERRE POURTEAU (CAZASSUS) (SECRET'AIR 31);;QUARTIER DES BOURDALATS CHE DES BOURDALATS 31210 BORDES-DE-RIVIERE;31210;BORDES-DE-RIVIERE;53238819600018;532388196;concession_auto;45.11Z;;;API_dept31
PHILIPPE SOULIE (SERVICES CARROSSERIE 31);;170 PETIT 31210 BORDES-DE-RIVIERE;31210;BORDES-DE-RIVIERE;81045977600011;810459776;carrossier_auto;45.20A;;;API_dept31
CIPREV-CENTRALE INTERNATION PIECES ...;;ZONE ARTISANALE LAFITTE 26 ALLEE DE LA GRAVIERE 31620 BOULOC;31620;BOULOC;45062327700016;450623277;garage_auto;45.32Z;;;API_dept31
